appid,cc,currency,initial,final,discount_pct,is_free
338170,gb,GBP,699,699,0,0
359310,gb,GBP,1499,1499,0,0
370360,gb,GBP,589,589,0,0
378720,gb,GBP,1499,1499,0,0
401190,gb,GBP,89,89,0,0
402330,gb,GBP,249,249,0,0
408410,gb,GBP,1675,1675,0,0
411830,gb,GBP,1499,1499,0,0
421050,gb,GBP,1499,1499,0,0
433530,gb,GBP,2379,2379,0,0
449800,gb,GBP,3499,3499,0,0
525480,gb,GBP,3999,3999,0,0
543870,gb,GBP,1499,749,50,0
552590,gb,GBP,1499,1499,0,0
562500,gb,GBP,1099,1099,0,0
577230,gb,GBP,289,289,0,0
801630,gb,GBP,3099,3099,0,0
821880,gb,GBP,1549,1549,0,0
834740,gb,GBP,749,749,0,0
899970,gb,GBP,429,429,0,0
956680,gb,GBP,2099,2099,0,0
979920,gb,,0,0,0,1
1025600,gb,GBP,1279,1279,0,0
1039880,gb,GBP,1949,1949,0,0
1040230,gb,GBP,1699,1699,0,0
1076200,gb,GBP,1999,139,93,0
1108590,gb,GBP,1699,169,90,0
1130410,gb,GBP,1139,1139,0,0
1143810,gb,GBP,1675,1675,0,0
1158980,gb,,0,0,0,1
1173820,gb,GBP,1299,1299,0,0
1191840,gb,GBP,399,399,0,0
1201540,gb,GBP,2099,2099,0,0
1230410,gb,,0,0,0,1
1233270,gb,GBP,1549,1549,0,0
1245560,gb,GBP,2199,2199,0,0
1292630,gb,,0,0,0,1
1321680,gb,GBP,3350,3350,0,0
1343670,gb,GBP,1349,1349,0,0
1419860,gb,,0,0,0,1
1455630,gb,GBP,1049,1049,0,0
1472660,gb,GBP,1549,1549,0,0
1555110,gb,GBP,579,86,85,0
1658150,gb,GBP,1675,418,75,0
1658280,gb,GBP,4499,4499,0,0
1807080,gb,GBP,1139,1139,0,0
1848450,gb,GBP,399,399,0,0
2019810,gb,GBP,1299,1299,0,0
2089600,gb,GBP,1499,1499,0,0
2221920,gb,GBP,3499,3499,0,0
2362300,gb,GBP,2399,2399,0,0
2455640,gb,GBP,4499,4499,0,0
2698780,gb,GBP,850,850,0,0
2758000,gb,GBP,589,589,0,0
2826180,gb,GBP,429,429,0,0
3068300,gb,,0,0,0,1
2200,gb,GBP,1299,1299,0,0
3700,gb,GBP,559,559,0,0
6120,gb,GBP,719,719,0,0
6800,gb,GBP,449,449,0,0
22180,gb,GBP,850,850,0,0
22230,gb,GBP,699,699,0,0
205230,gb,GBP,999,249,75,0
208750,gb,GBP,1279,1279,0,0
226720,gb,GBP,1999,239,88,0
230070,gb,GBP,1199,1199,0,0
235340,gb,,0,0,0,1
243120,gb,,0,0,0,1
244710,gb,GBP,1279,1279,0,0
246580,gb,GBP,1869,467,75,0
249650,gb,GBP,799,799,0,0
251290,gb,GBP,2299,2299,0,0
251950,gb,,0,0,0,1
269190,gb,GBP,2379,237,90,0
286040,gb,GBP,399,399,0,0
290770,gb,GBP,699,699,0,0
324310,gb,GBP,849,849,0,0
359390,gb,GBP,850,850,0,0
364420,gb,GBP,850,850,0,0
370910,gb,GBP,850,850,0,0
400170,gb,GBP,3799,3799,0,0
405820,gb,GBP,1499,1499,0,0
416680,gb,GBP,1099,1099,0,0
482920,gb,,0,0,0,1
502280,gb,GBP,4999,4999,0,0
506140,gb,,0,0,0,1
512250,gb,GBP,169,169,0,0
522210,gb,GBP,1199,1199,0,0
540840,gb,GBP,849,127,85,0
582270,gb,GBP,1099,1099,0,0
598550,gb,GBP,1699,1699,0,0
646270,gb,GBP,849,849,0,0
699920,gb,GBP,579,579,0,0
766370,gb,,0,0,0,1
799070,gb,GBP,169,169,0,0
817130,gb,,0,0,0,1
853770,gb,GBP,1675,1675,0,0
874240,gb,,0,0,0,1
937310,gb,,0,0,0,1
994220,gb,GBP,1549,1549,0,0
1028630,gb,GBP,2449,2449,0,0
1062810,gb,GBP,2299,2299,0,0
1072040,gb,GBP,3350,3350,0,0
1104380,gb,GBP,1799,1799,0,0
1104640,gb,,0,0,0,1
1134100,gb,GBP,1549,1549,0,0
1147660,gb,,0,0,0,1
1154810,gb,GBP,1599,1599,0,0
1161590,gb,GBP,1675,1675,0,0
1194930,gb,GBP,2099,2099,0,0
1214650,gb,GBP,2499,2499,0,0
1265860,gb,,0,0,0,1
1278540,gb,GBP,1549,1549,0,0
1282150,gb,GBP,3499,3499,0,0
1286220,gb,GBP,4199,4199,0,0
1351240,gb,GBP,2999,959,68,0
1416130,gb,,0,0,0,1
1451090,gb,GBP,3999,3999,0,0
1481080,gb,GBP,1549,1549,0,0
1546570,gb,GBP,399,399,0,0
1547890,gb,GBP,1549,1549,0,0
1668690,gb,GBP,1139,1139,0,0
1672500,gb,GBP,7499,2999,60,0
1730590,gb,GBP,1675,1675,0,0
1776970,gb,GBP,3099,3099,0,0
1902960,gb,GBP,3589,3589,0,0
1920490,gb,GBP,3499,3499,0,0
1939970,gb,GBP,1999,1999,0,0
1967630,gb,GBP,2333,816,65,0
2078450,gb,GBP,1599,1599,0,0
2244130,gb,GBP,1850,1850,0,0
2418520,gb,GBP,2166,2166,0,0
2701660,gb,GBP,4999,4999,0,0
2742830,gb,GBP,2099,2099,0,0
2763670,gb,GBP,850,850,0,0
2967990,gb,GBP,3199,3199,0,0
7830,gb,GBP,429,429,0,0
13500,gb,GBP,859,859,0,0
205650,gb,GBP,1699,169,90,0
214170,gb,GBP,479,479,0,0
227780,gb,GBP,850,850,0,0
281640,gb,GBP,1874,1874,0,0
312280,gb,,0,0,0,1
312610,gb,GBP,559,559,0,0
314410,gb,GBP,1099,1099,0,0
326410,gb,GBP,719,719,0,0
335620,gb,GBP,1279,1279,0,0
354380,gb,GBP,859,859,0,0
391270,gb,,0,0,0,1
406350,gb,GBP,2099,2099,0,0
407840,gb,GBP,79,79,0,0
412880,gb,GBP,445,44,90,0
419480,gb,GBP,2699,2699,0,0
447150,gb,GBP,1279,1279,0,0
512790,gb,GBP,1899,1899,0,0
530320,gb,GBP,1499,1499,0,0
555210,gb,,0,0,0,1
617160,gb,GBP,1349,1349,0,0
628070,gb,GBP,3099,3099,0,0
649950,gb,GBP,3199,639,80,0
718560,gb,GBP,1599,1599,0,0
732370,gb,GBP,719,719,0,0
776490,gb,GBP,829,829,0,0
840140,gb,GBP,2249,2249,0,0
869760,gb,,0,0,0,1
880950,gb,GBP,1949,1949,0,0
887570,gb,GBP,2499,1249,50,0
893030,gb,GBP,169,169,0,0
921590,gb,,0,0,0,1
941460,gb,GBP,1699,1699,0,0
963710,gb,GBP,929,929,0,0
967250,gb,GBP,249,54,78,0
968250,gb,GBP,2175,2175,0,0
1026820,gb,,0,0,0,1
1038740,gb,GBP,169,169,0,0
1043260,gb,GBP,1199,1199,0,0
1051690,gb,GBP,2099,2099,0,0
1054510,gb,GBP,999,999,0,0
1058450,gb,GBP,4999,1249,75,0
1106850,gb,,0,0,0,1
1111210,gb,,0,0,0,1
1114220,gb,GBP,1279,1279,0,0
1126310,gb,GBP,929,929,0,0
1137300,gb,GBP,3999,399,90,0
1148510,gb,GBP,95,95,0,0
1197260,gb,,0,0,0,1
1209490,gb,GBP,850,850,0,0
1210250,gb,,0,0,0,1
1218900,gb,GBP,169,169,0,0
1220140,gb,GBP,2499,2499,0,0
1230530,gb,GBP,3499,874,75,0
1236990,gb,,0,0,0,1
1257290,gb,,0,0,0,1
1268590,gb,GBP,3499,3499,0,0
1287840,gb,GBP,3499,3499,0,0
1310410,gb,GBP,3499,3499,0,0
1358700,gb,GBP,3499,3499,0,0
1394270,gb,,0,0,0,1
1422440,gb,GBP,2499,1249,50,0
1485590,gb,GBP,1299,1299,0,0
1556100,gb,GBP,3350,3350,0,0
1578860,gb,GBP,209,209,0,0
1654660,gb,GBP,1599,1599,0,0
1876590,gb,GBP,1599,1599,0,0
1887400,gb,GBP,1349,809,40,0
1953520,gb,GBP,3499,349,90,0
1954420,gb,,0,0,0,1
2181610,gb,GBP,849,849,0,0
2230650,gb,GBP,2499,2499,0,0
2440380,gb,GBP,850,850,0,0
2486740,gb,GBP,2499,2499,0,0
2656540,gb,GBP,169,169,0,0
2667430,gb,,0,0,0,1
2854740,gb,GBP,669,448,33,0
2878420,gb,GBP,850,850,0,0
3183280,gb,,0,0,0,1
2210,gb,GBP,1299,1299,0,0
3720,gb,GBP,699,699,0,0
15130,gb,,0,0,0,1
19000,gb,GBP,1799,1799,0,0
19980,gb,GBP,859,859,0,0
102840,gb,GBP,719,719,0,0
107310,gb,GBP,249,249,0,0
202530,gb,GBP,699,699,0,0
217920,gb,GBP,1675,167,90,0
218410,gb,GBP,1099,1099,0,0
224500,gb,GBP,1139,1139,0,0
225160,gb,GBP,850,850,0,0
225640,gb,,0,0,0,1
251470,gb,GBP,1199,1199,0,0
257730,gb,,0,0,0,1
261530,gb,GBP,999,999,0,0
263500,gb,,0,0,0,1
269650,gb,GBP,1499,1499,0,0
296710,gb,GBP,1199,1199,0,0
297020,gb,GBP,429,429,0,0
298030,gb,GBP,399,399,0,0
300080,gb,,0,0,0,1
304730,gb,GBP,1675,1675,0,0
305260,gb,,0,0,0,1
314660,gb,GBP,1499,1499,0,0
353270,gb,GBP,1279,1279,0,0
421170,gb,GBP,1599,1599,0,0
496890,gb,GBP,249,249,0,0
506500,gb,GBP,1299,1299,0,0
523650,gb,GBP,1099,1099,0,0
544610,gb,,0,0,0,1
550470,gb,,0,0,0,1
555000,gb,GBP,899,449,50,0
577690,gb,GBP,699,699,0,0
616720,gb,GBP,429,429,0,0
787810,gb,GBP,1599,1599,0,0
819500,gb,,0,0,0,1
868520,gb,GBP,1549,1549,0,0
885810,gb,GBP,1279,1279,0,0
910490,gb,GBP,2379,2379,0,0
934840,gb,,0,0,0,1
943380,gb,GBP,169,169,0,0
958400,gb,,0,0,0,1
1047440,gb,GBP,3350,3350,0,0
1049320,gb,GBP,2379,2379,0,0
1058640,gb,,0,0,0,1
1069230,gb,GBP,1239,1239,0,0
1092710,gb,,0,0,0,1
1122750,gb,,0,0,0,1
1123450,gb,GBP,1675,1675,0,0
1156990,gb,GBP,399,399,0,0
1218740,gb,,0,0,0,1
1239320,gb,GBP,1675,1675,0,0
1245430,gb,GBP,1549,1549,0,0
1269640,gb,GBP,1675,1675,0,0
1270580,gb,GBP,1899,1899,0,0
1412190,gb,,0,0,0,1
1456200,gb,GBP,499,499,0,0
1494810,gb,GBP,2099,1427,32,0
1510460,gb,,0,0,0,1
1516240,gb,,0,0,0,1
1522870,gb,GBP,1549,1549,0,0
1534840,gb,GBP,2499,2499,0,0
1546860,gb,GBP,429,429,0,0
1550710,gb,GBP,719,719,0,0
1599660,gb,GBP,4999,4999,0,0
1608640,gb,GBP,1139,1139,0,0
1610440,gb,GBP,1675,1675,0,0
1676130,gb,GBP,2099,2099,0,0
1765350,gb,GBP,829,829,0,0
1877020,gb,GBP,4999,4999,0,0
1985820,gb,GBP,4999,4999,0,0
2011470,gb,GBP,249,249,0,0
2073470,gb,GBP,429,429,0,0
2179850,gb,GBP,1675,1675,0,0
2527390,gb,GBP,4498,2249,50,0
2561580,gb,GBP,4499,4499,0,0
2644470,gb,GBP,749,749,0,0
3084280,gb,GBP,1279,1279,0,0
3243190,gb,GBP,749,749,0,0
3900,gb,GBP,999,999,0,0
8080,gb,,0,0,0,1
13560,gb,GBP,429,429,0,0
20570,gb,,0,0,0,1
25900,gb,GBP,589,589,0,0
33120,gb,GBP,459,459,0,0
58610,gb,GBP,899,899,0,0
91600,gb,GBP,849,849,0,0
207350,gb,GBP,1299,1299,0,0
227000,gb,GBP,699,699,0,0
238750,gb,GBP,2599,2599,0,0
239120,gb,GBP,1099,1099,0,0
244870,gb,GBP,549,549,0,0
263540,gb,,0,0,0,1
263620,gb,GBP,699,699,0,0
272230,gb,GBP,1675,1675,0,0
290730,gb,,0,0,0,1
291010,gb,GBP,850,850,0,0
314710,gb,GBP,1779,1779,0,0
318430,gb,GBP,499,499,0,0
321800,gb,GBP,1675,1675,0,0
333980,gb,GBP,1499,1499,0,0
346250,gb,,0,0,0,1
353640,gb,GBP,699,699,0,0
365160,gb,GBP,1300,1300,0,0
374030,gb,GBP,699,699,0,0
418070,gb,GBP,169,169,0,0
434460,gb,GBP,1099,1099,0,0
434730,gb,GBP,159,159,0,0
473770,gb,GBP,1139,1139,0,0
504130,gb,GBP,799,799,0,0
505170,gb,GBP,1299,1299,0,0
541200,gb,GBP,1675,1675,0,0
591370,gb,GBP,2099,2099,0,0
596970,gb,GBP,1899,1899,0,0
600480,gb,GBP,2249,2249,0,0
615610,gb,GBP,89,89,0,0
662960,gb,GBP,1099,1099,0,0
663390,gb,GBP,399,399,0,0
691690,gb,GBP,2099,2099,0,0
720560,gb,GBP,1999,1999,0,0
728740,gb,GBP,850,850,0,0
785260,gb,GBP,3499,3499,0,0
803600,gb,GBP,2999,2999,0,0
871980,gb,GBP,3999,639,84,0
890550,gb,GBP,2099,2099,0,0
953580,gb,GBP,2700,2700,0,0
970570,gb,GBP,1949,1949,0,0
976800,gb,,0,0,0,1
978300,gb,GBP,2649,264,90,0
979070,gb,GBP,1199,179,85,0
986800,gb,GBP,1599,1599,0,0
1048100,gb,GBP,249,62,75,0
1067900,gb,,0,0,0,1
1084020,gb,GBP,850,850,0,0
1186400,gb,GBP,169,169,0,0
1191120,gb,GBP,1279,1279,0,0
1194810,gb,GBP,1599,1599,0,0
1211600,gb,GBP,999,999,0,0
1244800,gb,GBP,1799,1799,0,0
1265820,gb,GBP,1949,1949,0,0
1307710,gb,GBP,4999,4999,0,0
1341820,gb,GBP,2499,2499,0,0
1364390,gb,,0,0,0,1
1408680,gb,,0,0,0,1
1489630,gb,GBP,2499,2499,0,0
1588530,gb,GBP,3199,3199,0,0
1599020,gb,GBP,2099,2099,0,0
1622900,gb,GBP,2699,2699,0,0
1712840,gb,GBP,799,399,50,0
1715460,gb,,0,0,0,1
1785650,gb,GBP,1999,1499,25,0
1839950,gb,GBP,3350,3350,0,0
1920780,gb,GBP,2499,2499,0,0
2131630,gb,GBP,1599,1599,0,0
2169200,gb,GBP,4499,4499,0,0
2187220,gb,GBP,3998,3998,0,0
2238900,gb,GBP,3999,3999,0,0
2273980,gb,GBP,2499,2499,0,0
2336720,gb,,0,0,0,1
7510,gb,GBP,1099,1099,0,0
7600,gb,GBP,599,599,0,0
22340,gb,GBP,399,399,0,0
230270,gb,GBP,1099,1099,0,0
230820,gb,GBP,1699,1699,0,0
231740,gb,GBP,850,850,0,0
251110,gb,GBP,2499,2499,0,0
286260,gb,GBP,1099,1099,0,0
318020,gb,GBP,2649,2649,0,0
321400,gb,,0,0,0,1
325120,gb,GBP,850,850,0,0
351710,gb,GBP,1139,1139,0,0
395520,gb,,0,0,0,1
429720,gb,GBP,279,279,0,0
435790,gb,GBP,799,799,0,0
436180,gb,,0,0,0,1
460120,gb,GBP,1675,1675,0,0
488310,gb,GBP,2499,2499,0,0
493840,gb,GBP,3499,3499,0,0
527100,gb,,0,0,0,1
544330,gb,GBP,1599,319,80,0
552700,gb,GBP,1849,1849,0,0
574720,gb,GBP,1749,1749,0,0
576770,gb,GBP,1279,511,60,0
580200,gb,GBP,1899,1899,0,0
595140,gb,GBP,1495,1495,0,0
610180,gb,GBP,2099,2099,0,0
648410,gb,GBP,3499,3499,0,0
664830,gb,GBP,1139,1139,0,0
666860,gb,,0,0,0,1
696370,gb,,0,0,0,1
705120,gb,GBP,499,499,0,0
720250,gb,GBP,850,850,0,0
722960,gb,GBP,850,850,0,0
758870,gb,GBP,1999,1999,0,0
768520,gb,GBP,1199,1199,0,0
794800,gb,GBP,1499,1499,0,0
795630,gb,,0,0,0,1
846470,gb,GBP,1675,1675,0,0
855860,gb,GBP,750,750,0,0
858260,gb,GBP,1999,1999,0,0
929010,gb,GBP,1099,1099,0,0
1024890,gb,,0,0,0,1
1035510,gb,GBP,399,399,0,0
1038370,gb,GBP,1549,1549,0,0
1045720,gb,GBP,1199,1199,0,0
1094710,gb,,0,0,0,1
1099410,gb,GBP,2999,599,80,0
1107790,gb,GBP,1279,1279,0,0
1150530,gb,GBP,2099,2099,0,0
1159290,gb,GBP,1599,1599,0,0
1172650,gb,GBP,1699,1699,0,0
1196630,gb,GBP,1699,1699,0,0
1227280,gb,GBP,1699,1699,0,0
1249040,gb,GBP,1675,670,60,0
1282210,gb,GBP,1949,1949,0,0
1330000,gb,GBP,1675,1675,0,0
1378990,gb,GBP,3499,3499,0,0
1448030,gb,GBP,169,169,0,0
1449200,gb,GBP,3499,3499,0,0
1517340,gb,GBP,519,519,0,0
1531540,gb,GBP,4199,4199,0,0
1608290,gb,GBP,1949,1949,0,0
1648390,gb,GBP,1775,1775,0,0
1664220,gb,GBP,1549,1549,0,0
1689500,gb,GBP,1932,1932,0,0
1699480,gb,GBP,850,850,0,0
1750770,gb,GBP,2099,1049,50,0
1805360,gb,,0,0,0,1
1895300,gb,,0,0,0,1
2022670,gb,GBP,3499,3499,0,0
2073250,gb,GBP,1675,1675,0,0
2088840,gb,GBP,429,429,0,0
2128480,gb,GBP,1429,814,43,0
2288150,gb,GBP,4999,4999,0,0
2453360,gb,GBP,850,850,0,0
2514960,gb,GBP,669,669,0,0
2693930,gb,GBP,1099,1099,0,0
2965660,gb,GBP,669,669,0,0
40,gb,GBP,429,429,0,0
34190,gb,GBP,699,699,0,0
41050,gb,GBP,499,499,0,0
107200,gb,GBP,699,699,0,0
204120,gb,GBP,1599,1599,0,0
215510,gb,GBP,399,399,0,0
219910,gb,GBP,1599,1599,0,0
221540,gb,GBP,850,850,0,0
233740,gb,GBP,399,399,0,0
233840,gb,GBP,1899,1899,0,0
237740,gb,GBP,339,339,0,0
247430,gb,GBP,829,829,0,0
251870,gb,GBP,699,699,0,0
263300,gb,GBP,699,699,0,0
265610,gb,GBP,1099,1099,0,0
269670,gb,GBP,699,699,0,0
285800,gb,GBP,850,850,0,0
326160,gb,,0,0,0,1
338180,gb,,0,0,0,1
342580,gb,GBP,199,199,0,0
348710,gb,,0,0,0,1
366220,gb,GBP,2249,2249,0,0
373390,gb,GBP,1099,1099,0,0
390340,gb,GBP,1598,1598,0,0
399670,gb,GBP,249,249,0,0
402020,gb,GBP,1099,1099,0,0
457550,gb,,0,0,0,1
515960,gb,GBP,2499,2499,0,0
527450,gb,GBP,249,249,0,0
534550,gb,GBP,1775,1775,0,0
553540,gb,GBP,2499,999,60,0
564230,gb,GBP,2379,2379,0,0
583470,gb,GBP,1279,1279,0,0
616110,gb,GBP,249,249,0,0
650000,gb,GBP,1299,1299,0,0
743640,gb,GBP,89,89,0,0
763410,gb,,0,0,0,1
801800,gb,GBP,4499,4499,0,0
802890,gb,GBP,3350,3350,0,0
814000,gb,GBP,3499,874,75,0
865610,gb,GBP,2099,419,80,0
870200,gb,GBP,1675,1675,0,0
919370,gb,GBP,1279,639,50,0
927250,gb,GBP,719,719,0,0
934780,gb,GBP,1799,1799,0,0
944020,gb,GBP,289,289,0,0
1051200,gb,GBP,2299,459,80,0
1068820,gb,GBP,909,909,0,0
1081510,gb,GBP,597,597,0,0
1212620,gb,GBP,95,95,0,0
1216200,gb,,0,0,0,1
1217390,gb,GBP,1139,1139,0,0
1258040,gb,,0,0,0,1
1347030,gb,GBP,169,169,0,0
1407420,gb,GBP,249,249,0,0
1408230,gb,GBP,2099,2099,0,0
1491000,gb,,0,0,0,1
1560250,gb,GBP,1279,818,36,0
1578390,gb,GBP,1999,1999,0,0
1609230,gb,GBP,1999,1999,0,0
1611430,gb,GBP,1549,1549,0,0
1639790,gb,GBP,929,929,0,0
1665190,gb,GBP,1199,1199,0,0
1700870,gb,GBP,2499,1249,50,0
1731070,gb,GBP,2999,2999,0,0
1815570,gb,GBP,1675,1675,0,0
1874170,gb,GBP,2499,1249,50,0
1889040,gb,GBP,829,829,0,0
1939160,gb,GBP,1999,1999,0,0
2015240,gb,GBP,850,416,51,0
2088160,gb,GBP,2099,2099,0,0
2135690,gb,,0,0,0,1
2215260,gb,GBP,1249,1249,0,0
2230110,gb,GBP,2499,2499,0,0
2287220,gb,GBP,4499,4499,0,0
2307350,gb,GBP,3350,3350,0,0
2396980,gb,GBP,2499,1749,30,0
2401970,gb,GBP,3298,3298,0,0
2555320,gb,GBP,89,89,0,0
2726450,gb,GBP,429,429,0,0
15320,gb,GBP,849,849,0,0
22200,gb,GBP,699,699,0,0
32400,gb,,0,0,0,1
39690,gb,GBP,1799,1799,0,0
204530,gb,GBP,1139,1139,0,0
218060,gb,GBP,1099,1099,0,0
244770,gb,GBP,1100,1100,0,0
254200,gb,GBP,999,999,0,0
260210,gb,GBP,1699,1699,0,0
261760,gb,GBP,719,719,0,0
262830,gb,GBP,1179,1179,0,0
283290,gb,GBP,249,249,0,0
312450,gb,,0,0,0,1
320140,gb,GBP,1075,537,50,0
327090,gb,GBP,1099,109,90,0
329490,gb,GBP,1279,1279,0,0
340170,gb,GBP,1999,1999,0,0
366320,gb,GBP,899,134,85,0
387340,gb,GBP,1279,1279,0,0
393530,gb,,0,0,0,1
420740,gb,GBP,89,89,0,0
433350,gb,,0,0,0,1
434260,gb,GBP,79,79,0,0
447290,gb,GBP,850,850,0,0
457210,gb,GBP,1199,1199,0,0
461840,gb,GBP,169,169,0,0
477770,gb,GBP,1999,1999,0,0
551170,gb,,0,0,0,1
572430,gb,GBP,1675,1675,0,0
586200,gb,GBP,2498,2498,0,0
591460,gb,GBP,2099,2099,0,0
623080,gb,GBP,699,699,0,0
667870,gb,,0,0,0,1
674520,gb,GBP,1675,1675,0,0
674750,gb,GBP,339,339,0,0
712050,gb,,0,0,0,1
765810,gb,GBP,1499,1499,0,0
786520,gb,GBP,289,289,0,0
849100,gb,GBP,1849,1849,0,0
851800,gb,GBP,1239,1239,0,0
905640,gb,,0,0,0,1
920690,gb,,0,0,0,1
935880,gb,GBP,429,429,0,0
979640,gb,GBP,1775,1775,0,0
1005300,gb,GBP,2499,2499,0,0
1018830,gb,GBP,1279,1279,0,0
1037020,gb,GBP,1349,1349,0,0
1040420,gb,GBP,1949,389,80,0
1069160,gb,GBP,1279,639,50,0
1075740,gb,GBP,1549,1549,0,0
1140440,gb,GBP,89,44,51,0
1161490,gb,GBP,1599,1599,0,0
1203710,gb,GBP,1499,1499,0,0
1262460,gb,GBP,1749,1749,0,0
1281630,gb,GBP,1249,1249,0,0
1286710,gb,GBP,1279,1279,0,0
1345740,gb,GBP,619,619,0,0
1345820,gb,GBP,1949,1949,0,0
1352930,gb,GBP,1399,1399,0,0
1372530,gb,GBP,1199,1199,0,0
1375740,gb,,0,0,0,1
1472560,gb,GBP,1599,1599,0,0
1538570,gb,GBP,1549,1549,0,0
1566200,gb,GBP,1675,1675,0,0
1592670,gb,GBP,829,829,0,0
1670870,gb,GBP,2999,2999,0,0
1777620,gb,GBP,4999,4999,0,0
1777760,gb,,0,0,0,1
1808680,gb,GBP,1799,1799,0,0
1850510,gb,GBP,4999,4999,0,0
1862520,gb,GBP,719,719,0,0
1927740,gb,GBP,639,639,0,0
1931730,gb,GBP,2099,2099,0,0
1978590,gb,GBP,1699,1699,0,0
2071500,gb,GBP,2499,2499,0,0
2201940,gb,GBP,2099,2099,0,0
2696050,gb,GBP,2099,2099,0,0
2716400,gb,GBP,1675,1675,0,0
3195790,gb,GBP,1149,1149,0,0
3314070,gb,GBP,2499,2499,0,0
9350,gb,GBP,899,899,0,0
15370,gb,GBP,859,859,0,0
45750,gb,,0,0,0,1
72200,gb,,0,0,0,1
226580,gb,,0,0,0,1
228360,gb,GBP,1099,1099,0,0
252670,gb,GBP,499,499,0,0
253330,gb,GBP,1099,1099,0,0
260750,gb,,0,0,0,1
274290,gb,GBP,850,850,0,0
287920,gb,,0,0,0,1
293180,gb,GBP,445,44,90,0
312750,gb,GBP,1099,1099,0,0
322450,gb,GBP,850,850,0,0
339230,gb,GBP,1699,1699,0,0
345390,gb,,0,0,0,1
357310,gb,GBP,2499,2499,0,0
368620,gb,GBP,1499,1499,0,0
372800,gb,,0,0,0,1
385370,gb,,0,0,0,1
386620,gb,GBP,1279,319,75,0
402840,gb,,0,0,0,1
449680,gb,GBP,2499,2499,0,0
494430,gb,GBP,2499,2499,0,0
529110,gb,,0,0,0,1
538030,gb,GBP,3499,1749,50,0
538100,gb,GBP,1099,109,90,0
550010,gb,GBP,429,429,0,0
566440,gb,GBP,1799,1799,0,0
587520,gb,GBP,850,850,0,0
602320,gb,GBP,1139,1139,0,0
603960,gb,GBP,1199,1199,0,0
641080,gb,GBP,1699,1699,0,0
648580,gb,GBP,3999,3999,0,0
656240,gb,GBP,1549,1549,0,0
672630,gb,GBP,1675,1675,0,0
715400,gb,GBP,1675,1675,0,0
733070,gb,GBP,249,249,0,0
734580,gb,,0,0,0,1
751630,gb,GBP,1799,1799,0,0
758330,gb,GBP,2499,499,80,0
761600,gb,GBP,1599,799,50,0
846030,gb,GBP,719,719,0,0
853550,gb,GBP,750,750,0,0
917680,gb,,0,0,0,1
991270,gb,GBP,4999,4999,0,0
1031140,gb,,0,0,0,1
1042800,gb,GBP,2099,2099,0,0
1067540,gb,GBP,1949,194,90,0
1080020,gb,GBP,1499,1499,0,0
1096410,gb,GBP,1549,1549,0,0
1176710,gb,GBP,1199,1199,0,0
1182020,gb,,0,0,0,1
1191210,gb,GBP,169,169,0,0
1205970,gb,GBP,3499,3499,0,0
1206060,gb,GBP,1299,1299,0,0
1228520,gb,GBP,249,249,0,0
1231880,gb,GBP,1749,594,66,0
1280780,gb,GBP,3099,3099,0,0
1304550,gb,GBP,399,399,0,0
1310990,gb,GBP,2379,2379,0,0
1431610,gb,,0,0,0,1
1450830,gb,GBP,1349,1349,0,0
1456820,gb,GBP,579,579,0,0
1465070,gb,GBP,3450,3450,0,0
1566390,gb,GBP,2499,2499,0,0
1723260,gb,GBP,719,719,0,0
1726400,gb,GBP,479,479,0,0
1956040,gb,GBP,999,299,70,0
1956800,gb,GBP,1589,1589,0,0
2067050,gb,GBP,1675,1675,0,0
2109370,gb,GBP,2999,2999,0,0
2159210,gb,GBP,669,669,0,0
2172010,gb,GBP,5999,5999,0,0
2236070,gb,GBP,1575,1575,0,0
2488370,gb,GBP,1675,1675,0,0
2500750,gb,GBP,459,459,0,0
2533960,gb,GBP,399,399,0,0
2608270,gb,GBP,1499,824,45,0
2757330,gb,GBP,850,850,0,0
3620,gb,GBP,425,425,0,0
21970,gb,GBP,2649,2649,0,0
24870,gb,,0,0,0,1
29900,gb,GBP,699,699,0,0
33460,gb,GBP,859,859,0,0
221810,gb,GBP,999,999,0,0
222420,gb,GBP,1099,1099,0,0
224440,gb,,0,0,0,1
227080,gb,GBP,1099,1099,0,0
232750,gb,GBP,449,89,80,0
234390,gb,GBP,1099,1099,0,0
252470,gb,GBP,1499,1499,0,0
254440,gb,GBP,519,519,0,0
262150,gb,GBP,429,429,0,0
296870,gb,GBP,479,479,0,0
296970,gb,GBP,1499,1499,0,0
308040,gb,GBP,449,89,80,0
326360,gb,,0,0,0,1
334310,gb,GBP,1549,1549,0,0
338390,gb,GBP,899,134,85,0
345820,gb,GBP,1499,1499,0,0
357070,gb,GBP,89,44,51,0
374900,gb,GBP,1099,1099,0,0
381120,gb,GBP,399,399,0,0
388750,gb,GBP,2299,2299,0,0
402180,gb,GBP,699,699,0,0
406290,gb,GBP,719,719,0,0
407900,gb,,0,0,0,1
416600,gb,GBP,1675,1675,0,0
418650,gb,GBP,1099,439,60,0
485460,gb,GBP,1874,1874,0,0
486860,gb,GBP,1949,1949,0,0
487720,gb,GBP,1279,1279,0,0
503350,gb,GBP,850,850,0,0
524910,gb,GBP,599,599,0,0
570770,gb,GBP,1199,1199,0,0
599080,gb,GBP,2499,2499,0,0
629910,gb,,0,0,0,1
638070,gb,GBP,799,799,0,0
651670,gb,GBP,2099,356,83,0
