appid,currency,initial,final,discount_pct,is_free
211500,USD,0,0,0,1
239160,USD,1999,299,85,0
246900,USD,1299,1299,0,0
250600,USD,0,0,0,1
285190,USD,3999,3999,0,0
285920,USD,2499,2499,0,0
297000,USD,1499,1499,0,0
302670,USD,1499,1499,0,0
303210,USD,999,999,0,0
323850,USD,1499,1499,0,0
332800,USD,799,799,0,0
341940,USD,599,599,0,0
368230,USD,0,0,0,1
368260,USD,5999,899,85,0
392110,USD,3999,3999,0,0
400750,USD,3499,3499,0,0
410900,USD,1499,1499,0,0
427290,USD,3999,3999,0,0
434650,USD,999,999,0,0
447820,USD,1499,1499,0,0
450540,USD,1999,1999,0,0
494840,USD,2999,2999,0,0
512900,USD,1999,1999,0,0
519860,USD,1999,1999,0,0
531510,USD,1999,1999,0,0
541570,USD,299,299,0,0
563560,USD,0,0,0,1
609320,USD,1499,1499,0,0
627270,USD,4999,4999,0,0
736260,USD,1499,1499,0,0
783770,USD,0,0,0,1
784150,USD,3999,999,75,0
788100,USD,1999,1999,0,0
816020,USD,0,0,0,1
834530,USD,0,0,0,1
837470,USD,1999,1999,0,0
841370,USD,0,0,0,1
858820,USD,1999,1999,0,0
882100,USD,999,299,70,0
955900,USD,2499,2499,0,0
977400,USD,0,0,0,1
979690,USD,2999,2999,0,0
1029690,USD,4999,4999,0,0
1040200,USD,2999,2189,27,0
1094520,USD,1499,1499,0,0
1097840,USD,2999,2999,0,0
1102190,USD,2499,2499,0,0
1127400,USD,999,999,0,0
1240210,USD,1299,1299,0,0
1262540,USD,2999,2999,0,0
1262560,USD,1999,1999,0,0
1286680,USD,5999,1199,80,0
1372880,USD,0,0,0,1
1432860,USD,2499,2499,0,0
1496790,USD,5999,5999,0,0
1599600,USD,1999,1999,0,0
1681430,USD,3999,3999,0,0
1931770,USD,1999,1999,0,0
1948980,USD,1799,1799,0,0
2141730,USD,999,999,0,0
2221490,USD,2999,2999,0,0
2252570,USD,0,0,0,1
2296990,USD,399,399,0,0
2407270,USD,3499,3499,0,0
2420110,USD,5999,5999,0,0
2515020,USD,4999,4999,0,0
3117820,USD,2499,2499,0,0
630,USD,0,0,0,1
9480,USD,999,149,85,0
9900,USD,0,0,0,1
10680,USD,1499,374,75,0
16900,USD,2999,2999,0,0
22300,USD,999,999,0,0
24200,USD,0,0,0,1
35720,USD,1999,1999,0,0
47870,USD,0,0,0,1
212500,USD,0,0,0,1
235540,USD,2999,2999,0,0
236110,USD,0,0,0,1
274520,USD,1499,299,80,0
283640,USD,1799,1799,0,0
323470,USD,6498,649,90,0
330020,USD,2199,2199,0,0
332950,USD,0,0,0,1
350080,USD,1999,1999,0,0
359870,USD,2999,2999,0,0
372000,USD,0,0,0,1
374040,USD,1999,1999,0,0
394690,USD,1999,1999,0,0
412830,USD,2999,2999,0,0
418530,USD,1999,1999,0,0
425580,USD,499,499,0,0
431730,USD,1999,1999,0,0
445980,USD,1599,1599,0,0
476620,USD,5999,5999,0,0
509980,USD,1999,1999,0,0
527430,USD,4999,4999,0,0
590380,USD,1499,1499,0,0
606150,USD,1999,1999,0,0
606880,USD,3499,3499,0,0
673950,USD,1999,1999,0,0
690830,USD,3499,3499,0,0
692890,USD,2499,2499,0,0
719040,USD,3999,3999,0,0
756800,USD,2999,2999,0,0
760060,USD,3499,3499,0,0
774181,USD,1999,1999,0,0
813230,USD,2499,2499,0,0
991780,USD,2999,2999,0,0
996580,USD,3999,3999,0,0
1022450,USD,0,0,0,1
1089090,USD,3999,799,80,0
1096530,USD,2999,2999,0,0
1127500,USD,999,999,0,0
1158160,USD,2999,2999,0,0
1161580,USD,3499,3499,0,0
1182900,USD,6999,2099,70,0
1227890,USD,1999,499,75,0
1230140,USD,2099,2099,0,0
1241510,USD,199,199,0,0
1284210,USD,0,0,0,1
1291340,USD,599,599,0,0
1307550,USD,2499,1499,40,0
1388770,USD,1999,1999,0,0
1401590,USD,3999,3999,0,0
1433140,USD,1499,1499,0,0
1458140,USD,2999,2999,0,0
1466640,USD,1996,1996,0,0
1476970,USD,0,0,0,1
1549180,USD,0,0,0,1
1569040,USD,0,0,0,1
1601580,USD,4499,4499,0,0
1789480,USD,2999,2999,0,0
1929610,USD,1999,1999,0,0
1940340,USD,3999,1239,69,0
2000950,USD,5999,5999,0,0
2066020,USD,1499,1499,0,0
2072450,USD,6999,6999,0,0
2080690,USD,1999,1999,0,0
2138710,USD,3999,3999,0,0
2142790,USD,1399,1399,0,0
2239150,USD,1299,844,35,0
2334730,USD,699,699,0,0
2384580,USD,6999,6999,0,0
2456740,USD,3999,3999,0,0
2909400,USD,4999,4999,0,0
3017860,USD,6999,6999,0,0
130,USD,499,499,0,0
2990,USD,999,999,0,0
40970,USD,999,999,0,0
42960,USD,1999,1999,0,0
67370,USD,2999,2999,0,0
201790,USD,1499,1499,0,0
210970,USD,3999,3999,0,0
223850,USD,2999,2999,0,0
225260,USD,1499,1499,0,0
235600,USD,1999,1999,0,0
236090,USD,1499,1499,0,0
237110,USD,0,0,0,1
241600,USD,1499,1499,0,0
242700,USD,1999,1999,0,0
251060,USD,2999,2999,0,0
262410,USD,0,0,0,1
265300,USD,2999,299,90,0
265550,USD,2999,599,80,0
269950,USD,2999,2999,0,0
289130,USD,2999,2999,0,0
329050,USD,2499,499,80,0
330830,USD,1999,1999,0,0
337340,USD,999,999,0,0
362680,USD,1499,1499,0,0
368070,USD,1999,199,90,0
378860,USD,0,0,0,1
411300,USD,2999,2999,0,0
429050,USD,1499,1499,0,0
429660,USD,4999,4999,0,0
481510,USD,1999,1999,0,0
493900,USD,2999,2999,0,0
521890,USD,2999,2999,0,0
544920,USD,0,0,0,1
559650,USD,1999,1999,0,0
560130,USD,1999,1999,0,0
567640,USD,3999,3999,0,0
577800,USD,0,0,0,1
597820,USD,3999,3999,0,0
626690,USD,1999,1999,0,0
641320,USD,1999,1999,0,0
667970,USD,2999,2999,0,0
681280,USD,2499,2499,0,0
736590,USD,0,0,0,1
774861,USD,999,999,0,0
859570,USD,1999,1999,0,0
866800,USD,1999,1999,0,0
893520,USD,0,0,0,1
894020,USD,1999,1999,0,0
895870,USD,2499,2499,0,0
960910,USD,1999,1999,0,0
962730,USD,3999,3999,0,0
997010,USD,2999,2999,0,0
1016920,USD,1999,1999,0,0
1029780,USD,2999,2399,20,0
1044720,USD,3499,3499,0,0
1055540,USD,799,799,0,0
1128000,USD,1999,1999,0,0
1178490,USD,1299,1299,0,0
1222690,USD,3999,3999,0,0
1335200,USD,0,0,0,1
1343370,USD,0,0,0,1
1374490,USD,2999,2999,0,0
1421250,USD,1099,1099,0,0
1451190,USD,4999,1999,60,0
1475810,USD,5999,5999,0,0
1490890,USD,5999,5999,0,0
1543030,USD,2999,2999,0,0
1577120,USD,5999,5999,0,0
1583230,USD,3999,999,75,0
1604000,USD,899,899,0,0
1686940,USD,999,999,0,0
1761390,USD,3939,1575,60,0
1904540,USD,0,0,0,1
1985810,USD,5999,5999,0,0
2198150,USD,1499,1499,0,0
2248760,USD,1699,1699,0,0
2290180,USD,3999,3999,0,0
2651280,USD,5999,5999,0,0
2707900,USD,0,0,0,1
2828860,USD,2999,2999,0,0
3830,USD,999,999,0,0
9200,USD,999,999,0,0
9450,USD,0,0,0,1
19900,USD,999,999,0,0
21090,USD,999,999,0,0
34870,USD,999,99,90,0
40700,USD,1999,1999,0,0
42710,USD,3999,3999,0,0
65800,USD,1499,1499,0,0
71250,USD,799,799,0,0
201870,USD,1999,1999,0,0
202170,USD,0,0,0,1
212480,USD,1999,1999,0,0
219890,USD,1999,1999,0,0
224540,USD,0,0,0,1
228200,USD,1999,1999,0,0
232430,USD,1499,1499,0,0
232890,USD,3999,3999,0,0
233270,USD,1499,1499,0,0
233290,USD,1999,1999,0,0
241540,USD,0,0,0,1
241560,USD,0,0,0,1
242680,USD,1199,1199,0,0
248570,USD,0,0,0,1
250400,USD,1499,1499,0,0
257850,USD,1999,1999,0,0
278970,USD,799,799,0,0
292120,USD,1599,1599,0,0
301640,USD,4499,4499,0,0
311340,USD,1999,1999,0,0
311560,USD,1999,1999,0,0
312990,USD,0,0,0,1
367450,USD,999,999,0,0
368340,USD,1999,1999,0,0
385800,USD,299,299,0,0
388410,USD,2999,2999,0,0
397950,USD,1499,1499,0,0
405640,USD,499,499,0,0
406150,USD,299,299,0,0
424280,USD,0,0,0,1
437220,USD,0,0,0,1
506540,USD,0,0,0,1
536220,USD,1499,1499,0,0
557600,USD,1499,374,75,0
605740,USD,2499,2499,0,0
629820,USD,3999,3999,0,0
631510,USD,2999,449,85,0
667530,USD,399,399,0,0
670290,USD,0,0,0,1
707010,USD,0,0,0,1
731490,USD,3999,3999,0,0
763890,USD,2499,2499,0,0
775500,USD,7999,1439,82,0
780310,USD,2999,2999,0,0
814540,USD,499,499,0,0
858810,USD,2499,2499,0,0
918570,USD,0,0,0,1
927380,USD,0,0,0,1
969990,USD,2999,2999,0,0
973760,USD,1999,1999,0,0
985890,USD,2499,2499,0,0
1012880,USD,999,999,0,0
1082430,USD,999,999,0,0
1169040,USD,1499,1499,0,0
1258080,USD,0,0,0,1
1262240,USD,2999,2999,0,0
1371580,USD,2999,749,75,0
1397920,USD,0,0,0,1
1435790,USD,1999,1999,0,0
1533420,USD,2499,999,60,0
1669000,USD,4999,4999,0,0
1746030,USD,1499,1499,0,0
1880330,USD,1099,1099,0,0
1887840,USD,2999,2999,0,0
1934680,USD,2999,2999,0,0
1999360,USD,199,199,0,0
2108330,USD,0,0,0,1
2622000,USD,0,0,0,1
2680010,USD,5999,5999,0,0
2768430,USD,999,999,0,0
280,USD,999,999,0,0
4760,USD,0,0,0,1
6000,USD,999,999,0,0
17460,USD,2999,2999,0,0
24980,USD,0,0,0,1
35700,USD,1499,1499,0,0
38410,USD,999,999,0,0
39510,USD,1999,1999,0,0
45760,USD,2999,2999,0,0
65540,USD,1999,1999,0,0
204880,USD,1999,1999,0,0
209870,USD,0,0,0,1
214560,USD,0,0,0,1
223100,USD,1999,199,90,0
224760,USD,999,999,0,0
228280,USD,1999,1999,0,0
228300,USD,2999,299,90,0
233720,USD,999,999,0,0
237990,USD,2499,2499,0,0
238430,USD,999,999,0,0
239350,USD,1499,1499,0,0
248390,USD,1899,1899,0,0
250760,USD,3999,3999,0,0
257420,USD,3999,3999,0,0
264200,USD,499,499,0,0
270150,USD,1499,1499,0,0
282440,USD,999,999,0,0
287980,USD,999,999,0,0
290340,USD,2499,2499,0,0
292000,USD,2999,2999,0,0
298630,USD,1799,1799,0,0
313160,USD,1299,1299,0,0
313340,USD,99,99,0,0
332310,USD,2999,2999,0,0
341800,USD,1499,1499,0,0
355180,USD,0,0,0,1
374280,USD,0,0,0,1
391460,USD,0,0,0,1
421020,USD,0,0,0,1
428690,USD,1999,1999,0,0
437920,USD,1499,1499,0,0
462780,USD,1999,1999,0,0
488860,USD,2499,2499,0,0
489940,USD,0,0,0,1
498240,USD,1499,1499,0,0
503560,USD,1499,1499,0,0
544730,USD,0,0,0,1
548570,USD,3999,3999,0,0
562810,USD,0,0,0,1
578310,USD,0,0,0,1
698670,USD,3999,3999,0,0
706990,USD,0,0,0,1
738520,USD,2499,249,90,0
865360,USD,1299,389,70,0
936790,USD,5999,5999,0,0
954740,USD,3999,3999,0,0
977880,USD,2499,2499,0,0
980610,USD,0,0,0,1
986130,USD,2499,2499,0,0
1046030,USD,499,499,0,0
1061910,USD,2999,2999,0,0
1113120,USD,3499,3499,0,0
1150440,USD,3999,3999,0,0
1238000,USD,3999,3999,0,0
1238820,USD,3999,3999,0,0
1277400,USD,3999,1479,63,0
1296610,USD,1999,1999,0,0
1302240,USD,999,999,0,0
1341290,USD,1799,1799,0,0
1361320,USD,899,899,0,0
1364020,USD,0,0,0,1
1382330,USD,5999,5999,0,0
1520370,USD,1599,1599,0,0
1592190,USD,3999,3999,0,0
1637320,USD,1799,1799,0,0
1766740,USD,1999,1999,0,0
1928980,USD,2999,2999,0,0
2071280,USD,2499,1249,50,0
2488620,USD,0,0,0,1
100,USD,999,999,0,0
2310,USD,999,999,0,0
6910,USD,699,699,0,0
8850,USD,1999,299,85,0
12100,USD,0,0,0,1
12140,USD,999,349,65,0
17480,USD,0,0,0,1
34900,USD,199,199,0,0
40990,USD,1499,1499,0,0
70000,USD,999,999,0,0
115320,USD,3999,3999,0,0
209080,USD,499,499,0,0
212070,USD,0,0,0,1
222480,USD,1999,1999,0,0
234630,USD,0,0,0,1
246420,USD,999,999,0,0
259080,USD,0,0,0,1
287450,USD,1999,1999,0,0
288470,USD,3499,3499,0,0
293760,USD,2999,2999,0,0
299360,USD,0,0,0,1
315210,USD,6999,6999,0,0
320300,USD,1999,1999,0,0
333420,USD,1999,679,66,0
335670,USD,1999,1999,0,0
344760,USD,999,999,0,0
356670,USD,0,0,0,1
361280,USD,1299,1299,0,0
383080,USD,0,0,0,1
388090,USD,799,799,0,0
393080,USD,3999,3999,0,0
394310,USD,999,999,0,0
402710,USD,0,0,0,1
448510,USD,1699,1699,0,0
451340,USD,1999,1999,0,0
453480,USD,0,0,0,1
463530,USD,2999,899,70,0
473690,USD,2999,2999,0,0
489630,USD,3999,3999,0,0
491950,USD,999,999,0,0
537800,USD,1599,1599,0,0
550900,USD,0,0,0,1
553420,USD,2999,2999,0,0
606280,USD,3999,3999,0,0
610370,USD,3999,3999,0,0
611790,USD,2499,2499,0,0
627690,USD,0,0,0,1
669330,USD,1499,1499,0,0
746850,USD,1999,1999,0,0
780290,USD,3499,3499,0,0
812810,USD,0,0,0,1
826630,USD,2999,2999,0,0
861650,USD,3999,3999,0,0
872410,USD,5999,5999,0,0
875210,USD,2999,2999,0,0
921570,USD,5999,5999,0,0
950670,USD,0,0,0,1
990630,USD,1499,1499,0,0
1056960,USD,1999,1999,0,0
1085510,USD,1499,1499,0,0
1216710,USD,999,999,0,0
1233570,USD,1999,1999,0,0
1239690,USD,299,299,0,0
1253920,USD,2499,2499,0,0
1267910,USD,999,999,0,0
1275670,USD,0,0,0,1
1465460,USD,2499,2499,0,0
1515210,USD,599,599,0,0
1536610,USD,0,0,0,1
1548850,USD,3999,2599,35,0
1556790,USD,2999,599,80,0
1850740,USD,1499,1499,0,0
1954200,USD,3999,3999,0,0
2005010,USD,2199,2199,0,0
2027330,USD,899,899,0,0
2365810,USD,599,599,0,0
2381590,USD,0,0,0,1
2427700,USD,1499,1499,0,0
2646460,USD,2999,2999,0,0
2780980,USD,999,999,0,0
320,USD,0,0,0,1
340,USD,0,0,0,1
2600,USD,1999,1999,0,0
6020,USD,999,999,0,0
6860,USD,999,999,0,0
9420,USD,1299,1299,0,0
24740,USD,0,0,0,1
48720,USD,999,999,0,0
108800,USD,2999,2999,0,0
208480,USD,0,0,0,1
210770,USD,1499,1499,0,0
214510,USD,1999,1999,0,0
216150,USD,0,0,0,1
234650,USD,1499,1499,0,0
234670,USD,1999,999,50,0
238370,USD,1499,1499,0,0
244160,USD,3499,349,90,0
245620,USD,1999,1999,0,0
249050,USD,1199,1199,0,0
278080,USD,4999,4999,0,0
311310,USD,1999,1999,0,0
320240,USD,5999,5999,0,0
339340,USD,1999,1999,0,0
343780,USD,699,699,0,0
350640,USD,2999,299,90,0
362930,USD,499,499,0,0
386070,USD,2999,2999,0,0
415200,USD,1999,1999,0,0
445220,USD,2499,2499,0,0
469600,USD,2499,2499,0,0
544750,USD,5999,599,90,0
555220,USD,1199,1199,0,0
601840,USD,1999,1999,0,0
630100,USD,0,0,0,1
673880,USD,2999,2999,0,0
690640,USD,2999,2999,0,0
712100,USD,3999,799,80,0
737800,USD,0,0,0,1
743450,USD,1199,1199,0,0
845070,USD,0,0,0,1
851100,USD,1799,1799,0,0
858210,USD,1799,1799,0,0
882790,USD,2109,2109,0,0
914620,USD,1099,1099,0,0
934700,USD,4999,499,90,0
961200,USD,0,0,0,1
1016800,USD,2999,2999,0,0
1017900,USD,1999,1999,0,0
1093910,USD,399,399,0,0
1102130,USD,599,149,75,0
1139980,USD,1799,1799,0,0
1162520,USD,1399,1399,0,0
1164940,USD,2999,2999,0,0
1170880,USD,0,0,0,1
1180660,USD,0,0,0,1
1190970,USD,3999,3999,0,0
1229380,USD,999,999,0,0
1318690,USD,999,999,0,0
1353230,USD,3999,3999,0,0
1361510,USD,2499,2499,0,0
1390350,USD,999,999,0,0
1399780,USD,0,0,0,1
1504570,USD,1999,599,70,0
1522820,USD,2999,2999,0,0
1559390,USD,2260,2260,0,0
1629520,USD,1499,1499,0,0
1672970,USD,1999,1999,0,0
1782120,USD,1999,1999,0,0
1785150,USD,999,999,0,0
1810580,USD,0,0,0,1
1895880,USD,5999,5999,0,0
1971650,USD,5999,5999,0,0
2103140,USD,1599,1599,0,0
2114740,USD,2999,2999,0,0
2181930,USD,299,65,78,0
2437170,USD,0,0,0,1
2537590,USD,6999,6999,0,0
2677660,USD,6999,6999,0,0
2725260,USD,2499,2499,0,0
3244220,USD,499,499,0,0
4920,USD,499,499,0,0
10150,USD,1999,1999,0,0
15620,USD,4999,4999,0,0
17300,USD,2999,2999,0,0
21000,USD,1999,1999,0,0
21100,USD,1999,1999,0,0
39000,USD,0,0,0,1
40100,USD,1299,1299,0,0
48240,USD,1999,1999,0,0
50620,USD,0,0,0,1
55100,USD,1999,199,90,0
56437,USD,0,0,0,1
57690,USD,1499,1499,0,0
102500,USD,0,0,0,1
204340,USD,999,999,0,0
206190,USD,999,999,0,0
211400,USD,1499,1499,0,0
221260,USD,1499,1499,0,0
224600,USD,0,0,0,1
226840,USD,2999,2999,0,0
252530,USD,2999,2999,0,0
253250,USD,1999,1999,0,0
256290,USD,1499,1499,0,0
280160,USD,1999,1999,0,0
294860,USD,1999,499,75,0
297130,USD,1499,1499,0,0
300380,USD,1999,299,85,0
314650,USD,2999,2999,0,0
327030,USD,2999,2999,0,0
339610,USD,0,0,0,1
362490,USD,1499,1499,0,0
362960,USD,2999,2999,0,0
375230,USD,0,0,0,1
382310,USD,2999,2999,0,0
399810,USD,1999,1999,0,0
418030,USD,1399,1399,0,0
420110,USD,999,999,0,0
424030,USD,2999,2999,0,0
515180,USD,1499,1499,0,0
528230,USD,1999,1999,0,0
589780,USD,1499,1499,0,0
593600,USD,1999,859,57,0
607080,USD,5999,5999,0,0
700600,USD,3999,3999,0,0
710920,USD,2999,2999,0,0
718670,USD,1999,1999,0,0
732690,USD,2999,2999,0,0
784080,USD,2999,2999,0,0
813630,USD,1999,399,80,0
847370,USD,1999,1999,0,0
872670,USD,1999,1999,0,0
872790,USD,0,0,0,1
911400,USD,3999,3999,0,0
915320,USD,0,0,0,1
965200,USD,0,0,0,1
1063660,USD,1999,599,70,0
1084160,USD,4499,4499,0,0
1121910,USD,0,0,0,1
1129190,USD,0,0,0,1
1170950,USD,3999,3999,0,0
1205450,USD,1499,1499,0,0
1213740,USD,1599,1599,0,0
1238060,USD,1999,1999,0,0
1244090,USD,3499,3499,0,0
1283410,USD,2499,299,88,0
1338770,USD,3999,399,90,0
1488200,USD,1999,699,65,0
1563180,USD,1999,1999,0,0
1566690,USD,2499,2499,0,0
1571440,USD,499,499,0,0
1574580,USD,1599,1599,0,0
1605220,USD,3499,1399,60,0
1611600,USD,3999,3999,0,0
1611910,USD,4499,4499,0,0
1676840,USD,2499,2499,0,0
1715130,USD,2999,2999,0,0
2336220,USD,1599,1599,0,0
2513280,USD,4999,4999,0,0
2666510,USD,699,419,40,0
2772750,USD,999,999,0,0
12150,USD,999,249,75,0
34270,USD,0,0,0,1
49540,USD,2999,749,75,0
65930,USD,1999,1999,0,0
206210,USD,0,0,0,1
214340,USD,999,999,0,0
218680,USD,1999,1999,0,0
230230,USD,0,0,0,1
244930,USD,0,0,0,1
268650,USD,2499,2499,0,0
282900,USD,1499,1499,0,0
290080,USD,1999,1999,0,0
306020,USD,999,999,0,0
329430,USD,1999,1999,0,0
342200,USD,0,0,0,1
351640,USD,0,0,0,1
356570,USD,999,999,0,0
368360,USD,899,899,0,0
377840,USD,2099,2099,0,0
383180,USD,1999,199,90,0
384300,USD,1699,1699,0,0
388880,USD,999,999,0,0
389570,USD,0,0,0,1
395170,USD,499,69,86,0
400910,USD,1799,1799,0,0
407530,USD,0,0,0,1
418340,USD,1999,1999,0,0
423230,USD,1999,1999,0,0
449960,USD,2499,2499,0,0
456750,USD,599,599,0,0
464060,USD,1999,1999,0,0
495890,USD,99,99,0,0
496300,USD,1499,149,90,0
506610,USD,799,799,0,0
529180,USD,1799,1799,0,0
602520,USD,999,999,0,0
614570,USD,2999,2999,0,0
616560,USD,1499,1499,0,0
621830,USD,1999,1999,0,0
688420,USD,1499,1499,0,0
690040,USD,2499,2499,0,0
707030,USD,1999,1999,0,0
714120,USD,1999,1999,0,0
764790,USD,1999,1999,0,0
773951,USD,2499,2499,0,0
835960,USD,2999,2999,0,0
867210,USD,2999,2999,0,0
874260,USD,2499,2499,0,0
885970,USD,2999,599,80,0
939850,USD,1999,1999,0,0
973580,USD,2999,299,90,0
1029550,USD,0,0,0,1
1049800,USD,0,0,0,1
1061090,USD,1299,1299,0,0
1105670,USD,2499,624,75,0
1115690,USD,1999,1999,0,0
1128920,USD,4999,4999,0,0
1147550,USD,2499,2499,0,0
1147690,USD,0,0,0,1
1182620,USD,999,999,0,0
1188930,USD,2499,2499,0,0
1201240,USD,0,0,0,1
1259980,USD,3999,3999,0,0
1301720,USD,0,0,0,1
1328660,USD,2999,2999,0,0
1361000,USD,999,399,60,0
1372110,USD,4999,999,80,0
1385380,USD,1999,1999,0,0
1424330,USD,1999,499,75,0
1466060,USD,4499,4499,0,0
1714320,USD,499,499,0,0
1812450,USD,2999,2999,0,0
1938010,USD,6999,6999,0,0
2075070,USD,599,599,0,0
2109460,USD,0,0,0,1
2113850,USD,1199,599,50,0
2194530,USD,1099,1099,0,0
2232840,USD,0,0,0,1
2909110,USD,699,699,0,0
3107330,USD,299,299,0,0
2100,USD,999,999,0,0
3480,USD,499,499,0,0
4570,USD,1499,1499,0,0
12900,USD,999,999,0,0
32430,USD,1999,1999,0,0
39120,USD,0,0,0,1
39500,USD,1999,1999,0,0
57900,USD,1999,1999,0,0
203290,USD,0,0,0,1
208200,USD,999,999,0,0
232770,USD,0,0,0,1
239200,USD,1999,1999,0,0
252150,USD,0,0,0,1
253430,USD,599,599,0,0
286940,USD,0,0,0,1
312670,USD,4999,4999,0,0
317360,USD,0,0,0,1
332570,USD,1999,1999,0,0
349700,USD,0,0,0,1
360170,USD,1499,1499,0,0
364470,USD,0,0,0,1
378540,USD,1499,1499,0,0
389430,USD,0,0,0,1
396750,USD,1999,1999,0,0
398710,USD,99,99,0,0
410340,USD,1999,1999,0,0
427100,USD,2999,2999,0,0
428550,USD,999,999,0,0
442080,USD,0,0,0,1
446800,USD,2999,2999,0,0
469820,USD,699,699,0,0
482400,USD,3999,3999,0,0
482730,USD,0,0,0,1
505230,USD,3499,3499,0,0
530700,USD,0,0,0,1
552620,USD,1499,1499,0,0
586140,USD,3999,3999,0,0
589360,USD,5999,5999,0,0
611670,USD,5999,5999,0,0
613830,USD,1499,1499,0,0
617670,USD,199,199,0,0
658850,USD,1599,1599,0,0
732430,USD,299,299,0,0
790740,USD,599,599,0,0
792220,USD,0,0,0,1
792300,USD,2499,249,90,0
799600,USD,1999,1999,0,0
803330,USD,2999,2999,0,0
814370,USD,1999,1999,0,0
861540,USD,1499,1499,0,0
914800,USD,1299,1299,0,0
1007040,USD,5999,5999,0,0
1012790,USD,2999,2999,0,0
1030210,USD,3999,599,85,0
1042550,USD,4999,499,90,0
1049890,USD,2499,2499,0,0
1057240,USD,0,0,0,1
1066890,USD,3999,3999,0,0
1114150,USD,1999,1999,0,0
1137460,USD,299,299,0,0
1177980,USD,2499,2499,0,0
1202130,USD,2999,2999,0,0
1209040,USD,0,0,0,1
1239080,USD,2499,2499,0,0
1273400,USD,2499,2499,0,0
1276790,USD,2999,2999,0,0
1285670,USD,299,299,0,0
1286350,USD,1999,1999,0,0
1331550,USD,2599,2599,0,0
1333350,USD,0,0,0,1
1377380,USD,2999,2999,0,0
1525700,USD,1499,1499,0,0
1526490,USD,0,0,0,1
1708520,USD,0,0,0,1
2064650,USD,0,0,0,1
2162800,USD,2999,2999,0,0
2163330,USD,1499,1499,0,0
2291760,USD,599,599,0,0
2634950,USD,4999,4999,0,0
3058630,USD,3999,3199,20,0
2630,USD,1999,1999,0,0
12220,USD,0,0,0,1
13520,USD,999,999,0,0
17450,USD,0,0,0,1
47790,USD,1999,1999,0,0
70300,USD,499,499,0,0
206500,USD,0,0,0,1
215080,USD,0,0,0,1
215530,USD,1499,1499,0,0
217200,USD,1499,1499,0,0
218640,USD,999,149,85,0
222940,USD,0,0,0,1
224480,USD,1499,509,66,0
226860,USD,2999,2999,0,0
227860,USD,999,999,0,0
242550,USD,2999,2999,0,0
242640,USD,1999,1999,0,0
242720,USD,0,0,0,1
257350,USD,1999,1999,0,0
266510,USD,1999,1999,0,0
311730,USD,0,0,0,1
327070,USD,0,0,0,1
327410,USD,399,399,0,0
330840,USD,0,0,0,1
331600,USD,5198,519,90,0
333640,USD,2999,2999,0,0
351920,USD,999,999,0,0
352720,USD,2999,2999,0,0
354140,USD,799,799,0,0
360940,USD,999,999,0,0
371970,USD,1999,1999,0,0
383270,USD,1499,1499,0,0
397340,USD,1299,1299,0,0
410320,USD,1999,1999,0,0
443810,USD,1499,1499,0,0
446020,USD,1499,1499,0,0
485610,USD,99,99,0,0
519190,USD,999,999,0,0
520440,USD,2999,2999,0,0
536270,USD,3999,3999,0,0
572890,USD,1299,1299,0,0
573100,USD,1999,1999,0,0
589870,USD,0,0,0,1
617830,USD,2499,2499,0,0
666220,USD,0,0,0,1
677160,USD,999,999,0,0
686200,USD,1399,1399,0,0
702670,USD,1299,324,75,0
730310,USD,4499,4499,0,0
769560,USD,0,0,0,1
816090,USD,2999,2999,0,0
850190,USD,2999,2999,0,0
893180,USD,1999,1999,0,0
909080,USD,0,0,0,1
924140,USD,299,299,0,0
926990,USD,2999,2999,0,0
952860,USD,1799,1799,0,0
1054490,USD,1999,1999,0,0
1065310,USD,4999,4999,0,0
1111460,USD,1099,1099,0,0
1173690,USD,0,0,0,1
1255630,USD,0,0,0,1
1295510,USD,3999,3999,0,0
1324130,USD,3499,3499,0,0
1369320,USD,0,0,0,1
1377580,USD,0,0,0,1
1404850,USD,999,999,0,0
1647160,USD,0,0,0,1
1674170,USD,1999,1999,0,0
1740720,USD,2499,2499,0,0
1801110,USD,549,549,0,0
2187290,USD,699,699,0,0
2239550,USD,5999,5999,0,0
2375550,USD,4999,4999,0,0
2415010,USD,0,0,0,1
2429860,USD,1299,1039,20,0
2440510,USD,6999,6999,0,0
2668510,USD,4999,4999,0,0
2695940,USD,999,999,0,0
2795000,USD,0,0,0,1
26800,USD,1499,1499,0,0
31280,USD,0,0,0,1
32800,USD,0,0,0,1
40300,USD,1499,1499,0,0
40950,USD,599,599,0,0
47410,USD,0,0,0,1
208140,USD,999,999,0,0
220780,USD,999,999,0,0
234080,USD,2999,2999,0,0
237310,USD,0,0,0,1
247000,USD,699,699,0,0
248610,USD,1999,1999,0,0
251150,USD,1999,1999,0,0
252610,USD,1499,1499,0,0
258970,USD,1999,1999,0,0
282660,USD,0,0,0,1
285160,USD,1999,1999,0,0
301910,USD,1499,299,80,0
304650,USD,1899,1899,0,0
324160,USD,4499,4499,0,0
352400,USD,1999,1999,0,0
359050,USD,99,99,0,0
365300,USD,0,0,0,1
368370,USD,999,999,0,0
375480,USD,1399,1399,0,0
375950,USD,0,0,0,1
394230,USD,0,0,0,1
403190,USD,1499,1499,0,0
409160,USD,0,0,0,1
429790,USD,0,0,0,1
458710,USD,999,999,0,0
503940,USD,2999,2999,0,0
578330,USD,1999,1999,0,0
